Epoch,Governance_Pressure_Gp,Decentralization_Entropy_DE,Top_f_Coalition_Share,Gini_Coefficient,Lyapunov_Energy_V,TPS,Latency_ms
1,0.069296,1.0,0.328125,0.0,0.00240097,124529.26,52.845
2,0.066687,1.0,0.328125,0.0,0.00222359,124790.87,53.081
3,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.951
4,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.109
5,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.043
6,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.037
7,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.026
8,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.047
9,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.955
10,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.995
11,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.039
12,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.999
13,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.973
14,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.033
15,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.914
16,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.964
17,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.005
18,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.088
19,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.86
20,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.024
21,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.98
22,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.943
23,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.934
24,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.965
25,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.863
26,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.857
27,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.939
28,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.175
29,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.986
30,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.975
31,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.058
32,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.913
33,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.018
34,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.137
35,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.889
36,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.074
37,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.949
38,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.006
39,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.98
40,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.874
41,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.061
42,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.016
43,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.989
44,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.124
45,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.968
46,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.056
47,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.133
48,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.882
49,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.995
50,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.099
51,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.982
52,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.866
53,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.854
54,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.956
55,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.07
56,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.976
57,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.908
58,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,53.03
59,0.065891,1.0,0.328125,0.0,0.0021708,124871.14,52.772
